	P_fluo_1098	P_fluo_1550	P_fluo_4488	P_fluo_513	P_protegens_3295	P_protegens_PBL3	P_putida_4512
GC_00009350	0	0	0	1	0	0	0
GC_00009351	0	0	0	1	0	0	0
GC_00009352	0	0	0	1	0	0	0
GC_00009353	0	0	0	0	0	1	0
GC_00009354	0	0	0	1	0	0	0
GC_00009355	0	1	0	0	0	0	0
GC_00009356	0	0	0	1	0	0	0
GC_00009357	0	0	1	0	0	0	0
GC_00009358	0	0	0	0	0	0	1
GC_00009359	0	1	0	0	0	0	0
GC_00009360	0	0	0	0	0	0	1
GC_00009361	0	0	0	1	0	0	0
GC_00009362	0	1	0	0	0	0	0
GC_00009363	0	0	0	0	0	0	1
GC_00009364	0	0	0	0	0	0	1
GC_00009365	1	0	0	0	0	0	0
GC_00009366	0	0	0	0	0	0	1
GC_00009367	0	0	0	1	0	0	0
GC_00009368	0	0	0	0	0	1	0
GC_00009369	0	1	0	0	0	0	0
GC_00009370	0	1	0	0	0	0	0
GC_00009371	0	1	0	0	0	0	0
GC_00009372	0	0	0	0	0	1	0
GC_00009373	0	0	1	0	0	0	0
GC_00009374	0	1	0	0	0	0	0
GC_00009375	0	0	0	1	0	0	0
GC_00009376	0	0	0	0	0	0	1
GC_00009377	0	0	0	0	0	0	1
GC_00009378	0	0	0	0	0	0	1
GC_00009379	0	0	0	0	0	0	1
GC_00009380	1	0	0	0	0	0	0
GC_00009381	0	1	0	0	0	0	0
GC_00009382	0	0	0	0	1	0	0
GC_00009383	0	1	0	0	0	0	0
GC_00009384	0	1	0	0	0	0	0
GC_00009385	0	0	0	0	0	0	1
GC_00009386	0	1	0	0	0	0	0
GC_00009387	0	0	0	1	0	0	0
GC_00009388	0	1	0	0	0	0	0
GC_00009389	0	0	0	1	0	0	0
GC_00009390	0	0	1	0	0	0	0
GC_00009391	0	0	0	0	1	0	0
GC_00009392	0	1	0	0	0	0	0
GC_00009393	0	0	0	1	0	0	0
GC_00009394	1	0	0	0	0	0	0
GC_00009395	0	0	0	0	0	0	1
GC_00009396	0	1	0	0	0	0	0
GC_00009397	0	0	0	0	0	0	1
GC_00009398	0	0	1	0	0	0	0
GC_00009399	0	0	0	0	0	1	0
GC_00009400	0	0	0	0	0	0	1
GC_00009401	0	0	0	0	1	0	0
GC_00009402	0	1	0	0	0	0	0
GC_00009403	0	0	0	0	1	0	0
GC_00009404	0	0	0	0	0	0	1
GC_00009405	0	0	0	0	0	0	1
GC_00009406	0	0	0	0	0	0	1
GC_00009407	0	0	0	1	0	0	0
GC_00009408	0	0	1	0	0	0	0
GC_00009409	0	0	0	0	1	0	0
GC_00009410	0	0	0	0	0	0	1
GC_00009411	0	0	0	0	0	0	1
GC_00009412	0	0	0	0	0	0	1
GC_00009413	0	0	0	0	0	0	1
GC_00009414	0	1	0	0	0	0	0
GC_00009415	0	0	0	1	0	0	0
GC_00009416	0	0	0	0	1	0	0
GC_00009417	0	1	0	0	0	0	0
GC_00009418	0	0	0	0	0	0	1
GC_00009419	0	0	0	1	0	0	0
GC_00009420	0	0	0	0	1	0	0
GC_00009421	1	0	0	0	0	0	0
GC_00009422	0	0	0	1	0	0	0
GC_00009423	0	0	0	1	0	0	0
GC_00009424	0	0	0	0	1	0	0
GC_00009425	0	0	0	0	0	1	0
GC_00009426	0	0	0	0	1	0	0
GC_00009427	0	0	0	1	0	0	0
GC_00009428	0	0	0	1	0	0	0
GC_00009429	0	0	1	0	0	0	0
GC_00009430	0	0	0	0	1	0	0
GC_00009431	0	1	0	0	0	0	0
GC_00009432	0	1	0	0	0	0	0
GC_00009433	0	0	0	0	0	0	1
GC_00009434	0	1	0	0	0	0	0
GC_00009435	0	0	1	0	0	0	0
GC_00009436	0	0	0	0	0	1	0
GC_00009437	0	0	0	0	0	1	0
GC_00009438	0	0	0	0	1	0	0
GC_00009439	0	0	0	1	0	0	0
GC_00009440	0	1	0	0	0	0	0
GC_00009441	0	0	0	0	0	1	0
GC_00009442	0	0	1	0	0	0	0
GC_00009443	0	1	0	0	0	0	0
GC_00009444	1	0	0	0	0	0	0
GC_00009445	1	0	0	0	0	0	0
GC_00009446	0	0	0	0	0	0	1
GC_00009447	0	0	0	0	0	0	1
GC_00009448	0	0	1	0	0	0	0
GC_00009449	0	0	1	0	0	0	0
GC_00009450	0	0	0	0	0	0	1
GC_00009451	0	0	0	1	0	0	0
GC_00009452	0	0	1	0	0	0	0
GC_00009453	0	1	0	0	0	0	0
GC_00009454	0	0	0	0	1	0	0
GC_00009455	0	0	0	0	0	0	1
GC_00009456	0	0	0	1	0	0	0
GC_00009457	0	1	0	0	0	0	0
GC_00009458	0	0	0	0	0	0	1
GC_00009459	0	0	1	0	0	0	0
GC_00009460	0	0	0	1	0	0	0
GC_00009461	0	1	0	0	0	0	0
GC_00009462	0	0	0	1	0	0	0
GC_00009463	0	0	0	1	0	0	0
GC_00009464	0	0	0	1	0	0	0
GC_00009465	0	0	0	0	1	0	0
GC_00009466	1	0	0	0	0	0	0
GC_00009467	0	0	0	0	0	0	1
GC_00009468	0	0	0	0	0	0	1
GC_00009469	1	0	0	0	0	0	0
GC_00009470	0	0	0	0	0	0	1
GC_00009471	0	0	1	0	0	0	0
GC_00009472	0	0	0	0	0	1	0
GC_00009473	0	0	0	0	0	0	1
GC_00009474	0	0	0	0	0	1	0
GC_00009475	1	0	0	0	0	0	0
GC_00009476	0	1	0	0	0	0	0
GC_00009477	1	0	0	0	0	0	0
GC_00009478	1	0	0	0	0	0	0
GC_00009479	0	0	0	0	1	0	0
GC_00009480	0	0	0	0	0	0	1
GC_00009481	1	0	0	0	0	0	0
GC_00009482	0	0	0	1	0	0	0
GC_00009483	0	0	0	0	0	0	1
GC_00009484	0	0	0	1	0	0	0
GC_00009485	1	0	0	0	0	0	0
GC_00009486	0	0	0	1	0	0	0
GC_00009487	0	0	0	0	0	0	1
GC_00009488	0	0	0	0	1	0	0
GC_00009489	0	0	0	0	0	1	0
GC_00009490	0	1	0	0	0	0	0
GC_00009491	0	0	0	1	0	0	0
GC_00009492	0	0	0	0	0	0	1
GC_00009493	0	0	0	0	0	0	1
GC_00009494	0	1	0	0	0	0	0
GC_00009495	0	0	0	1	0	0	0
GC_00009496	0	0	0	1	0	0	0
GC_00009497	0	0	0	0	0	0	1
GC_00009498	0	0	0	0	0	0	1
GC_00009499	0	0	0	0	0	0	1
GC_00009500	0	0	0	0	0	1	0
GC_00009501	0	0	0	1	0	0	0
GC_00009502	0	1	0	0	0	0	0
GC_00009503	0	0	0	0	0	0	1
GC_00009504	1	0	0	0	0	0	0
GC_00009505	0	0	1	0	0	0	0
GC_00009506	0	0	0	1	0	0	0
GC_00009507	0	1	0	0	0	0	0
GC_00009508	0	0	0	0	1	0	0
GC_00009509	0	1	0	0	0	0	0
GC_00009510	0	1	0	0	0	0	0
GC_00009511	0	0	0	1	0	0	0
GC_00009512	0	0	0	0	1	0	0
GC_00009513	0	0	0	1	0	0	0
GC_00009514	0	0	0	1	0	0	0
GC_00009515	0	0	0	1	0	0	0
GC_00009516	0	0	1	0	0	0	0
GC_00009517	0	0	1	0	0	0	0
GC_00009518	0	0	0	0	1	0	0
GC_00009519	0	0	0	0	0	0	1
GC_00009520	0	1	0	0	0	0	0
GC_00009521	0	1	0	0	0	0	0
GC_00009522	0	0	1	0	0	0	0
GC_00009523	0	0	0	0	0	0	1
GC_00009524	0	0	1	0	0	0	0
GC_00009525	0	1	0	0	0	0	0
GC_00009526	1	0	0	0	0	0	0
GC_00009527	0	1	0	0	0	0	0
GC_00009528	0	0	0	0	0	0	1
GC_00009529	0	0	0	1	0	0	0
GC_00009530	0	0	0	0	0	0	1
GC_00009531	0	0	1	0	0	0	0
GC_00009532	1	0	0	0	0	0	0
GC_00009533	0	0	1	0	0	0	0
GC_00009534	0	1	0	0	0	0	0
GC_00009535	1	0	0	0	0	0	0
GC_00009536	0	0	1	0	0	0	0
GC_00009537	0	0	0	0	0	0	1
GC_00009538	0	0	0	1	0	0	0
GC_00009539	0	0	0	1	0	0	0
GC_00009540	0	0	0	0	0	0	1
GC_00009541	0	1	0	0	0	0	0
GC_00009542	0	1	0	0	0	0	0
GC_00009543	0	0	0	1	0	0	0
GC_00009544	0	1	0	0	0	0	0
GC_00009545	0	0	0	0	0	0	1
GC_00009546	0	0	0	0	0	1	0
GC_00009547	0	1	0	0	0	0	0
GC_00009548	0	0	0	0	0	0	1
GC_00009549	0	1	0	0	0	0	0
GC_00009550	0	0	0	1	0	0	0
GC_00009551	0	0	0	0	1	0	0
GC_00009552	0	0	0	1	0	0	0
GC_00009553	1	0	0	0	0	0	0
GC_00009554	0	0	0	0	0	1	0
GC_00009555	0	1	0	0	0	0	0
GC_00009556	0	0	0	1	0	0	0
GC_00009557	0	0	0	0	1	0	0
GC_00009558	1	0	0	0	0	0	0
GC_00009559	0	0	0	0	1	0	0
GC_00009560	0	1	0	0	0	0	0
GC_00009561	0	0	0	0	0	0	1
GC_00009562	0	0	0	1	0	0	0
GC_00009563	1	0	0	0	0	0	0
GC_00009564	0	0	0	0	0	0	1
GC_00009565	0	0	1	0	0	0	0
GC_00009566	0	0	0	1	0	0	0
GC_00009567	0	0	0	0	0	0	1
GC_00009568	0	0	1	0	0	0	0
GC_00009569	0	0	1	0	0	0	0
GC_00009570	0	1	0	0	0	0	0
GC_00009571	0	0	0	0	1	0	0
GC_00009572	0	0	0	0	0	0	1
GC_00009573	0	1	0	0	0	0	0
GC_00009574	0	0	0	1	0	0	0
GC_00009575	0	1	0	0	0	0	0
GC_00009576	0	0	0	1	0	0	0
GC_00009577	0	0	0	0	0	0	1
GC_00009578	0	0	0	0	0	0	1
GC_00009579	0	0	0	1	0	0	0
GC_00009580	0	0	0	1	0	0	0
GC_00009581	0	1	0	0	0	0	0
GC_00009582	0	1	0	0	0	0	0
GC_00009583	0	0	0	0	0	1	0
GC_00009584	0	1	0	0	0	0	0
GC_00009585	1	0	0	0	0	0	0
GC_00009586	0	1	0	0	0	0	0
GC_00009587	1	0	0	0	0	0	0
GC_00009588	0	0	1	0	0	0	0
GC_00009589	0	0	0	0	0	0	1
GC_00009590	1	0	0	0	0	0	0
GC_00009591	0	0	0	1	0	0	0
GC_00009592	0	0	0	0	0	0	1
GC_00009593	0	0	0	1	0	0	0
GC_00009594	0	1	0	0	0	0	0
GC_00009595	0	1	0	0	0	0	0
GC_00009596	0	0	0	1	0	0	0
GC_00009597	0	0	0	0	0	0	1
GC_00009598	0	0	0	1	0	0	0
GC_00009599	0	0	1	0	0	0	0
GC_00009600	0	1	0	0	0	0	0
GC_00009601	0	0	0	1	0	0	0
GC_00009602	0	1	0	0	0	0	0
GC_00009603	0	0	0	0	0	0	1
GC_00009604	0	0	1	0	0	0	0
GC_00009605	0	0	0	0	0	0	1
GC_00009606	0	0	0	0	0	0	1
GC_00009607	0	1	0	0	0	0	0
GC_00009608	0	0	0	0	0	0	1
GC_00009609	0	0	0	0	0	0	1
GC_00009610	0	1	0	0	0	0	0
GC_00009611	0	0	1	0	0	0	0
GC_00009612	0	0	0	1	0	0	0
GC_00009613	0	0	0	1	0	0	0
GC_00009614	0	0	0	1	0	0	0
GC_00009615	0	0	0	1	0	0	0
GC_00009616	0	1	0	0	0	0	0
GC_00009617	1	0	0	0	0	0	0
GC_00009618	0	0	1	0	0	0	0
GC_00009619	0	1	0	0	0	0	0
GC_00009620	0	0	0	1	0	0	0
GC_00009621	0	1	0	0	0	0	0
GC_00009622	0	1	0	0	0	0	0
GC_00009623	0	0	1	0	0	0	0
GC_00009624	0	0	0	0	0	0	1
GC_00009625	0	1	0	0	0	0	0
GC_00009626	0	0	0	0	1	0	0
GC_00009627	0	0	0	1	0	0	0
GC_00009628	0	0	0	0	1	0	0
GC_00009629	0	0	0	1	0	0	0
GC_00009630	0	0	0	1	0	0	0
GC_00009631	1	0	0	0	0	0	0
GC_00009632	0	1	0	0	0	0	0
GC_00009633	0	0	0	1	0	0	0
GC_00009634	1	0	0	0	0	0	0
GC_00009635	0	0	0	1	0	0	0
GC_00009636	0	1	0	0	0	0	0
GC_00009637	0	1	0	0	0	0	0
GC_00009638	0	0	0	1	0	0	0
GC_00009639	0	0	0	1	0	0	0
GC_00009640	0	1	0	0	0	0	0
GC_00009641	0	0	0	0	0	1	0
GC_00009642	0	0	0	1	0	0	0
GC_00009643	0	0	1	0	0	0	0
GC_00009644	0	0	0	0	0	0	1
GC_00009645	0	0	0	0	0	0	1
GC_00009646	0	0	0	0	0	0	1
GC_00009647	0	1	0	0	0	0	0
GC_00009648	0	1	0	0	0	0	0
GC_00009649	0	0	0	1	0	0	0
GC_00009650	0	0	0	1	0	0	0
GC_00009651	0	0	0	1	0	0	0
GC_00009652	0	0	0	0	0	0	1
GC_00009653	0	0	0	1	0	0	0
GC_00009654	0	0	1	0	0	0	0
GC_00009655	0	1	0	0	0	0	0
GC_00009656	0	0	0	1	0	0	0
GC_00009657	0	0	0	0	0	0	1
GC_00009658	1	0	0	0	0	0	0
GC_00009659	1	0	0	0	0	0	0
GC_00009660	0	1	0	0	0	0	0
GC_00009661	1	0	0	0	0	0	0
GC_00009662	0	0	0	0	0	0	1
GC_00009663	0	0	0	1	0	0	0
GC_00009664	0	1	0	0	0	0	0
GC_00009665	1	0	0	0	0	0	0
GC_00009666	0	0	0	1	0	0	0
GC_00009667	0	1	0	0	0	0	0
GC_00009668	0	0	0	0	0	0	1
GC_00009669	0	0	0	0	0	0	1
GC_00009670	0	0	0	0	1	0	0
GC_00009671	0	0	0	0	0	0	1
GC_00009672	0	0	0	0	0	1	0
GC_00009673	0	0	0	1	0	0	0
GC_00009674	0	1	0	0	0	0	0
GC_00009675	1	0	0	0	0	0	0
GC_00009676	0	0	1	0	0	0	0
GC_00009677	0	1	0	0	0	0	0
GC_00009678	0	0	0	0	0	0	1
GC_00009679	0	0	1	0	0	0	0
GC_00009680	0	0	0	1	0	0	0
GC_00009681	0	1	0	0	0	0	0
GC_00009682	1	0	0	0	0	0	0
GC_00009683	0	0	0	1	0	0	0
GC_00009684	0	0	0	1	0	0	0
GC_00009685	0	0	0	0	0	0	1
GC_00009686	0	0	1	0	0	0	0
GC_00009687	0	0	0	1	0	0	0
GC_00009688	0	1	0	0	0	0	0
GC_00009689	0	0	0	0	0	0	1
GC_00009690	0	0	1	0	0	0	0
GC_00009691	0	1	0	0	0	0	0
GC_00009692	0	0	0	0	0	0	1
GC_00009693	0	0	0	0	0	0	1
GC_00009694	1	0	0	0	0	0	0
GC_00009695	0	0	0	1	0	0	0
GC_00009696	0	0	0	1	0	0	0
GC_00009697	0	0	1	0	0	0	0
GC_00009698	0	1	0	0	0	0	0
GC_00009699	1	0	0	0	0	0	0
GC_00009700	1	0	0	0	0	0	0
GC_00009701	0	0	0	1	0	0	0
GC_00009702	0	0	0	0	0	0	1
GC_00009703	0	0	0	0	0	0	1
GC_00009704	0	0	0	1	0	0	0
GC_00009705	0	1	0	0	0	0	0
GC_00009706	0	0	1	0	0	0	0
GC_00009707	1	0	0	0	0	0	0
GC_00009708	0	0	0	1	0	0	0
GC_00009709	0	0	0	1	0	0	0
GC_00009710	0	1	0	0	0	0	0
GC_00009711	0	1	0	0	0	0	0
GC_00009712	0	0	0	1	0	0	0
GC_00009713	0	0	0	1	0	0	0
GC_00009714	0	0	0	1	0	0	0
GC_00009715	0	0	0	0	0	0	1
GC_00009716	0	0	0	0	1	0	0
GC_00009717	0	0	0	0	0	0	1
GC_00009718	0	1	0	0	0	0	0
GC_00009719	0	0	0	0	0	0	1
GC_00009720	0	0	0	1	0	0	0
GC_00009721	0	0	0	1	0	0	0
GC_00009722	0	1	0	0	0	0	0
GC_00009723	0	0	0	0	0	0	1
GC_00009724	0	0	0	0	1	0	0
GC_00009725	0	0	0	0	0	0	1
GC_00009726	0	0	0	1	0	0	0
GC_00009727	1	0	0	0	0	0	0
GC_00009728	0	1	0	0	0	0	0
GC_00009729	1	0	0	0	0	0	0
GC_00009730	0	0	0	0	0	0	1
GC_00009731	0	0	0	0	0	0	1
GC_00009732	0	0	0	0	0	0	1
GC_00009733	0	0	0	0	0	0	1
GC_00009734	0	1	0	0	0	0	0
GC_00009735	0	0	0	1	0	0	0
GC_00009736	0	1	0	0	0	0	0
GC_00009737	0	1	0	0	0	0	0
GC_00009738	0	1	0	0	0	0	0
GC_00009739	0	0	1	0	0	0	0
GC_00009740	0	1	0	0	0	0	0
GC_00009741	0	1	0	0	0	0	0
GC_00009742	0	0	0	0	1	0	0
GC_00009743	0	0	0	0	0	0	1
GC_00009744	0	1	0	0	0	0	0
GC_00009745	0	1	0	0	0	0	0
GC_00009746	1	0	0	0	0	0	0
GC_00009747	0	0	0	1	0	0	0
GC_00009748	0	1	0	0	0	0	0
GC_00009749	0	0	0	0	0	0	1
GC_00009750	0	0	1	0	0	0	0
GC_00009751	1	0	0	0	0	0	0
GC_00009752	0	0	0	1	0	0	0
GC_00009753	0	0	0	0	0	0	1
GC_00009754	0	0	0	0	0	0	1
GC_00009755	0	0	0	1	0	0	0
GC_00009756	0	1	0	0	0	0	0
GC_00009757	0	0	0	0	0	0	1
GC_00009758	0	1	0	0	0	0	0
GC_00009759	0	1	0	0	0	0	0
GC_00009760	1	0	0	0	0	0	0
GC_00009761	0	1	0	0	0	0	0
GC_00009762	0	0	0	0	0	0	1
GC_00009763	0	1	0	0	0	0	0
GC_00009764	0	0	0	1	0	0	0
GC_00009765	1	0	0	0	0	0	0
GC_00009766	0	0	0	1	0	0	0
GC_00009767	0	0	0	1	0	0	0
GC_00009768	0	0	0	1	0	0	0
GC_00009769	1	0	0	0	0	0	0
GC_00009770	0	1	0	0	0	0	0
GC_00009771	0	0	1	0	0	0	0
GC_00009772	0	0	0	0	0	0	1
GC_00009773	0	0	0	0	0	1	0
GC_00009774	0	0	0	1	0	0	0
GC_00009775	0	0	1	0	0	0	0
GC_00009776	0	0	0	1	0	0	0
GC_00009777	0	1	0	0	0	0	0
GC_00009778	0	0	0	0	1	0	0
GC_00009779	0	0	0	0	0	0	1
GC_00009780	0	0	1	0	0	0	0
GC_00009781	1	0	0	0	0	0	0
GC_00009782	0	1	0	0	0	0	0
GC_00009783	0	0	0	0	1	0	0
GC_00009784	0	0	0	1	0	0	0
GC_00009785	0	0	0	0	1	0	0
GC_00009786	0	0	0	1	0	0	0
GC_00009787	0	1	0	0	0	0	0
GC_00009788	0	1	0	0	0	0	0
GC_00009789	0	0	1	0	0	0	0
GC_00009790	0	0	0	0	1	0	0
GC_00009791	1	0	0	0	0	0	0
GC_00009792	0	0	0	1	0	0	0
GC_00009793	0	0	0	1	0	0	0
GC_00009794	0	1	0	0	0	0	0
GC_00009795	0	1	0	0	0	0	0
GC_00009796	1	0	0	0	0	0	0
GC_00009797	1	0	0	0	0	0	0
GC_00009798	0	0	0	1	0	0	0
GC_00009799	0	1	0	0	0	0	0
GC_00009800	0	0	0	0	0	0	1
GC_00009801	0	0	0	0	0	0	1
GC_00009802	0	0	0	0	0	0	1
GC_00009803	0	0	0	0	0	0	1
GC_00009804	0	1	0	0	0	0	0
GC_00009805	0	0	0	1	0	0	0
GC_00009806	0	0	0	1	0	0	0
GC_00009807	0	0	0	1	0	0	0
GC_00009808	0	0	0	0	0	0	1
GC_00009809	0	0	0	0	1	0	0
GC_00009810	0	0	0	0	0	0	1
GC_00009811	0	0	0	1	0	0	0
GC_00009812	0	0	0	0	0	0	1
GC_00009813	0	0	0	1	0	0	0
GC_00009814	0	0	0	0	1	0	0
GC_00009815	0	0	0	0	0	0	1
GC_00009816	0	0	0	1	0	0	0
GC_00009817	1	0	0	0	0	0	0
GC_00009818	0	0	0	0	0	0	1
GC_00009819	0	1	0	0	0	0	0
GC_00009820	0	0	0	0	0	0	1
GC_00009821	0	0	0	1	0	0	0
GC_00009822	0	0	1	0	0	0	0
GC_00009823	0	0	0	0	1	0	0
GC_00009824	1	0	0	0	0	0	0
GC_00009825	0	1	0	0	0	0	0
GC_00009826	0	0	0	0	0	0	1
GC_00009827	0	0	0	1	0	0	0
GC_00009828	0	0	0	0	0	0	1
GC_00009829	1	0	0	0	0	0	0
GC_00009830	0	0	0	1	0	0	0
GC_00009831	0	0	0	0	0	0	1
GC_00009832	0	1	0	0	0	0	0
GC_00009833	0	0	0	1	0	0	0
GC_00009834	0	0	0	0	0	0	1
GC_00009835	0	0	0	1	0	0	0
GC_00009836	0	0	0	1	0	0	0
GC_00009837	0	0	0	0	0	0	1
GC_00009838	0	0	1	0	0	0	0
GC_00009839	0	1	0	0	0	0	0
GC_00009840	1	0	0	0	0	0	0
GC_00009841	0	0	0	0	0	0	1
GC_00009842	0	0	0	0	0	0	1
GC_00009843	0	1	0	0	0	0	0
GC_00009844	0	0	0	1	0	0	0
GC_00009845	1	0	0	0	0	0	0
GC_00009846	1	0	0	0	0	0	0
GC_00009847	0	0	0	0	1	0	0
GC_00009848	0	0	0	0	0	0	1
GC_00009849	0	0	0	1	0	0	0
GC_00009850	0	0	0	1	0	0	0
GC_00009851	1	0	0	0	0	0	0
GC_00009852	0	0	0	0	1	0	0
GC_00009853	0	0	0	0	1	0	0
GC_00009854	0	1	0	0	0	0	0
GC_00009855	0	0	0	1	0	0	0
GC_00009856	0	1	0	0	0	0	0
GC_00009857	0	1	0	0	0	0	0
GC_00009858	1	0	0	0	0	0	0
GC_00009859	0	0	0	1	0	0	0
GC_00009860	0	0	0	0	1	0	0
GC_00009861	0	0	0	0	0	1	0
GC_00009862	0	1	0	0	0	0	0
GC_00009863	0	0	0	0	1	0	0
GC_00009864	0	0	0	0	0	1	0
GC_00009865	0	0	0	0	0	0	1
GC_00009866	0	1	0	0	0	0	0
GC_00009867	0	0	0	1	0	0	0
GC_00009868	0	0	0	1	0	0	0
GC_00009869	1	0	0	0	0	0	0
GC_00009870	0	1	0	0	0	0	0
GC_00009871	0	1	0	0	0	0	0
GC_00009872	0	0	0	1	0	0	0
GC_00009873	0	0	1	0	0	0	0
GC_00009874	0	0	0	1	0	0	0
GC_00009875	0	0	0	0	0	0	1
GC_00009876	0	0	0	1	0	0	0
GC_00009877	0	0	0	1	0	0	0
GC_00009878	1	0	0	0	0	0	0
GC_00009879	0	0	0	1	0	0	0
GC_00009880	0	0	0	0	0	0	1
GC_00009881	0	1	0	0	0	0	0
GC_00009882	1	0	0	0	0	0	0
GC_00009883	0	1	0	0	0	0	0
GC_00009884	0	1	0	0	0	0	0
GC_00009885	1	0	0	0	0	0	0
GC_00009886	0	0	0	1	0	0	0
GC_00009887	1	0	0	0	0	0	0
GC_00009888	0	0	1	0	0	0	0
GC_00009889	0	1	0	0	0	0	0
GC_00009890	0	0	0	0	0	0	1
GC_00009891	0	0	0	1	0	0	0
GC_00009892	0	0	1	0	0	0	0
GC_00009893	0	0	0	0	0	0	1
GC_00009894	0	0	0	1	0	0	0
GC_00009895	0	0	0	1	0	0	0
GC_00009896	0	1	0	0	0	0	0
GC_00009897	0	1	0	0	0	0	0
GC_00009898	0	1	0	0	0	0	0
GC_00009899	0	1	0	0	0	0	0
GC_00009900	0	0	0	0	0	0	1
GC_00009901	0	0	0	0	0	0	1
GC_00009902	1	0	0	0	0	0	0
GC_00009903	0	0	0	0	0	1	0
GC_00009904	0	1	0	0	0	0	0
GC_00009905	1	0	0	0	0	0	0
GC_00009906	0	0	0	0	0	0	1
GC_00009907	0	0	0	0	1	0	0
GC_00009908	0	0	0	0	0	1	0
GC_00009909	0	0	0	1	0	0	0
GC_00009910	0	0	1	0	0	0	0
GC_00009911	1	0	0	0	0	0	0
GC_00009912	0	0	0	0	1	0	0
GC_00009913	0	0	1	0	0	0	0
GC_00009914	0	1	0	0	0	0	0
GC_00009915	0	0	0	1	0	0	0
GC_00009916	0	0	0	1	0	0	0
GC_00009917	0	0	0	1	0	0	0
GC_00009918	0	1	0	0	0	0	0
GC_00009919	0	1	0	0	0	0	0
GC_00009920	0	1	0	0	0	0	0
GC_00009921	0	0	0	1	0	0	0
GC_00009922	1	0	0	0	0	0	0
GC_00009923	0	0	0	0	0	0	1
GC_00009924	0	0	1	0	0	0	0
GC_00009925	0	0	0	0	0	0	1
GC_00009926	0	0	1	0	0	0	0
GC_00009927	0	0	0	0	0	1	0
GC_00009928	0	0	0	0	0	1	0
GC_00009929	0	1	0	0	0	0	0
GC_00009930	0	0	0	0	0	0	1
GC_00009931	0	0	0	0	0	0	1
GC_00009932	0	0	0	1	0	0	0
GC_00009933	0	1	0	0	0	0	0
GC_00009934	0	0	0	0	0	1	0
GC_00009935	0	0	0	1	0	0	0
GC_00009936	1	0	0	0	0	0	0
GC_00009937	1	0	0	0	0	0	0
GC_00009938	0	0	1	0	0	0	0
GC_00009939	0	1	0	0	0	0	0
GC_00009940	0	0	0	1	0	0	0
GC_00009941	0	0	0	0	1	0	0
GC_00009942	0	1	0	0	0	0	0
GC_00009943	0	0	0	0	0	0	1
GC_00009944	0	1	0	0	0	0	0
GC_00009945	0	0	1	0	0	0	0
GC_00009946	0	0	0	0	0	0	1
GC_00009947	0	1	0	0	0	0	0
GC_00009948	1	0	0	0	0	0	0
GC_00009949	0	0	0	0	1	0	0
GC_00009950	0	0	0	1	0	0	0
GC_00009951	0	0	0	0	0	0	1
GC_00009952	0	1	0	0	0	0	0
GC_00009953	0	0	0	0	0	0	1
GC_00009954	0	0	0	0	0	1	0
GC_00009955	0	0	0	0	0	0	1
GC_00009956	1	0	0	0	0	0	0
GC_00009957	0	0	0	0	0	0	1
GC_00009958	0	0	0	0	0	0	1
GC_00009959	0	0	0	1	0	0	0
GC_00009960	0	1	0	0	0	0	0
GC_00009961	0	0	0	1	0	0	0
GC_00009962	0	0	0	1	0	0	0
GC_00009963	1	0	0	0	0	0	0
GC_00009964	0	1	0	0	0	0	0
GC_00009965	0	0	0	1	0	0	0
GC_00009966	0	0	0	0	0	0	1
GC_00009967	0	0	0	0	1	0	0
GC_00009968	0	0	1	0	0	0	0
GC_00009969	0	0	1	0	0	0	0
GC_00009970	0	1	0	0	0	0	0
GC_00009971	0	0	0	1	0	0	0
GC_00009972	0	0	1	0	0	0	0
GC_00009973	1	0	0	0	0	0	0
GC_00009974	0	0	0	0	0	0	1
GC_00009975	0	0	1	0	0	0	0
GC_00009976	0	0	0	0	0	0	1
GC_00009977	0	0	0	0	0	0	1
GC_00009978	0	0	1	0	0	0	0
GC_00009979	0	0	0	0	1	0	0
GC_00009980	0	0	0	0	0	0	1
GC_00009981	0	1	0	0	0	0	0
GC_00009982	0	0	0	0	0	1	0
GC_00009983	0	0	0	0	0	0	1
GC_00009984	0	0	0	1	0	0	0
GC_00009985	0	1	0	0	0	0	0
GC_00009986	1	0	0	0	0	0	0
GC_00009987	0	1	0	0	0	0	0
GC_00009988	0	0	1	0	0	0	0
GC_00009989	0	0	0	0	0	0	1
GC_00009990	0	1	0	0	0	0	0
GC_00009991	1	0	0	0	0	0	0
GC_00009992	1	0	0	0	0	0	0
GC_00009993	0	0	0	0	0	0	1
GC_00009994	0	0	0	0	0	0	1
GC_00009995	0	1	0	0	0	0	0
GC_00009996	0	0	0	1	0	0	0
GC_00009997	0	0	0	1	0	0	0
GC_00009998	0	1	0	0	0	0	0
GC_00009999	1	0	0	0	0	0	0
GC_00010000	0	1	0	0	0	0	0
GC_00010001	0	1	0	0	0	0	0
GC_00010002	0	1	0	0	0	0	0
GC_00010003	0	0	0	0	1	0	0
GC_00010004	1	0	0	0	0	0	0
GC_00010005	0	1	0	0	0	0	0
GC_00010006	0	0	0	1	0	0	0
GC_00010007	0	0	0	0	0	0	1
GC_00010008	1	0	0	0	0	0	0
GC_00010009	0	0	0	0	1	0	0
GC_00010010	0	0	0	0	0	0	1
GC_00010011	1	0	0	0	0	0	0
GC_00010012	0	0	0	1	0	0	0
